"Version","Task","Concept","Att 1 - Verpflegung","Att 2 - Kundenbewertung","Att 3 - Art des Hotels","Att 4 - Meerblick","Att 5 - Preis","Att 6 - Zimmerkategorie"
760,1,2,1,2,1,1,3,1
761,1,1,1,2,3,1,2,2
761,1,2,3,3,2,3,1,3
762,1,1,2,1,1,3,3,1
762,1,2,3,3,2,2,1,3
763,1,1,1,3,3,3,1,2
763,1,2,3,1,1,1,2,3
764,1,1,1,3,1,3,2,3
764,1,2,2,2,2,2,3,1
765,1,1,3,1,3,2,1,1
765,1,2,2,2,2,1,3,2
766,1,1,1,3,2,1,1,1
766,1,2,3,2,3,3,3,3
767,1,1,1,2,3,1,1,1
767,1,2,2,1,1,2,2,2
768,1,1,2,1,1,3,2,3
768,1,2,3,3,2,2,3,2
769,1,1,1,1,3,2,3,3
769,1,2,2,3,2,3,2,1
770,1,1,1,1,2,3,3,3
770,1,2,3,2,1,1,1,2
771,1,1,3,2,3,1,2,2
771,1,2,2,3,1,2,1,1
772,1,1,3,1,2,1,2,1
772,1,2,2,3,3,3,3,2
773,1,1,1,2,1,2,1,3
773,1,2,3,1,3,3,3,1
774,1,1,1,3,2,2,2,2
774,1,2,2,2,1,1,1,3
775,1,1,2,1,3,2,1,2
775,1,2,1,3,1,1,3,1
776,1,1,1,1,3,1,1,1
776,1,2,3,2,2,3,2,3
777,1,1,3,3,1,2,3,2
777,1,2,2,2,2,3,2,3
778,1,1,1,2,2,3,1,2
778,1,2,2,3,3,2,2,3
779,1,1,1,2,3,2,2,3
779,1,2,3,1,1,1,3,1
780,1,1,2,3,2,1,3,2
780,1,2,3,1,1,3,1,1
781,1,1,2,2,3,3,2,1
781,1,2,1,1,2,1,3,3
782,1,1,3,3,1,2,1,2
782,1,2,2,1,2,1,2,1
783,1,1,3,3,3,2,1,3
783,1,2,1,2,1,3,3,2
784,1,1,2,1,3,3,1,2
784,1,2,3,2,2,2,3,1
785,1,1,1,3,1,1,2,3
785,1,2,2,2,3,2,3,1
786,1,1,3,1,2,1,1,3
786,1,2,1,3,1,3,2,2
787,1,1,3,2,3,1,2,2
787,1,2,2,1,1,2,3,3
788,1,1,1,3,2,3,1,1
788,1,2,3,1,1,2,2,2
789,1,1,1,2,2,3,1,1
789,1,2,2,3,3,1,3,3
790,1,1,1,1,2,2,2,3
790,1,2,2,2,1,1,1,1
791,1,1,2,2,1,2,1,3
791,1,2,3,3,3,3,3,2
792,1,1,3,1,2,3,3,2
792,1,2,1,3,3,1,2,1
793,1,1,1,1,3,2,1,2
793,1,2,3,3,1,3,2,1
794,1,1,2,2,2,1,3,3
794,1,2,3,1,3,2,2,1
795,1,1,2,3,2,1,1,2
795,1,2,1,2,1,3,3,3
796,1,1,2,1,3,3,1,3
796,1,2,3,2,2,1,2,2
797,1,1,3,2,3,3,1,3
797,1,2,1,3,1,2,3,1
798,1,1,2,3,2,2,2,1
798,1,2,1,1,1,1,3,2
799,1,1,3,3,2,2,3,3
799,1,2,2,1,1,3,2,2
800,1,1,2,3,2,3,3,2
800,1,2,1,2,3,1,1,1
801,1,1,1,2,3,2,2,2
801,1,2,3,1,1,1,1,3
802,1,1,1,1,2,1,2,3
802,1,2,3,2,1,3,3,1
803,1,1,3,2,1,1,2,2
803,1,2,2,3,3,2,1,1
804,1,1,1,3,3,3,3,3
804,1,2,2,1,2,2,1,1
805,1,1,2,3,1,1,2,3
805,1,2,1,2,2,2,1,2
806,1,1,1,3,2,1,1,2
806,1,2,3,1,3,3,3,1
807,1,1,3,1,3,3,2,1
807,1,2,2,2,1,2,3,3
808,1,1,2,2,3,1,3,2
808,1,2,3,3,1,2,1,3
809,1,1,1,1,2,3,2,1
809,1,2,3,3,3,1,3,3
810,1,1,2,1,1,3,1,2
810,1,2,1,2,2,2,2,1
811,1,1,3,2,2,3,1,3
811,1,2,1,1,1,1,3,1
812,1,1,2,3,3,2,2,2
812,1,2,3,2,1,1,1,1
813,1,1,1,1,3,2,3,3
813,1,2,2,3,2,3,2,2
814,1,1,1,3,1,3,1,1
814,1,2,3,1,2,2,3,2
815,1,1,3,3,2,2,3,1
815,1,2,2,2,3,1,2,3
816,1,1,2,1,1,1,2,3
816,1,2,1,2,3,3,1,2
817,1,1,2,2,1,3,3,1
817,1,2,1,1,2,2,1,3
818,1,1,2,2,1,2,3,1
818,1,2,3,3,3,1,2,2
819,1,1,1,3,3,3,2,3
819,1,2,3,1,2,1,1,2
820,1,1,2,3,2,1,1,1
820,1,2,3,2,1,2,2,3
821,1,1,1,1,3,3,3,2
821,1,2,3,2,2,2,2,3
822,1,1,1,3,1,3,3,2
822,1,2,2,1,3,1,1,1
823,1,1,2,1,1,2,1,2
823,1,2,1,2,2,1,3,3
824,1,1,3,3,3,3,2,1
824,1,2,1,2,1,2,1,2
825,1,1,3,3,3,1,2,1
825,1,2,2,1,2,3,3,3
826,1,1,2,2,3,2,3,2
826,1,2,3,3,1,3,1,3
827,1,1,1,1,2,1,2,1
827,1,2,2,2,3,3,1,3
828,1,1,3,1,2,2,2,2
828,1,2,1,3,1,1,3,1
829,1,1,2,2,2,3,2,1
829,1,2,1,3,3,2,1,3
830,1,1,3,1,1,1,3,2
830,1,2,2,3,2,3,1,3
831,1,1,1,1,1,2,2,1
831,1,2,3,2,3,1,3,2
832,1,1,1,2,1,3,2,2
832,1,2,3,1,3,2,1,1
833,1,1,3,2,1,3,1,1
833,1,2,2,3,2,1,3,3
834,1,1,2,3,2,2,3,2
834,1,2,1,1,3,1,2,3
835,1,1,1,2,2,1,1,2
835,1,2,2,1,1,3,2,3
836,1,1,2,1,1,1,1,2
836,1,2,3,3,3,2,3,1
837,1,1,3,2,2,3,3,3
837,1,2,1,3,3,2,2,1
838,1,1,3,3,1,1,1,3
838,1,2,2,1,3,3,3,1
839,1,1,1,2,2,2,2,2
839,1,2,3,1,3,3,1,3
840,1,1,2,3,1,1,2,1
840,1,2,1,2,2,2,3,2
841,1,1,1,1,1,2,3,3
841,1,2,3,3,2,3,1,2
842,1,1,1,3,1,3,3,3
842,1,2,2,2,3,1,2,1
843,1,1,2,1,3,2,1,2
843,1,2,3,2,2,1,2,1
844,1,1,2,3,1,3,2,2
844,1,2,1,1,2,1,3,1
845,1,1,2,1,2,3,3,1
845,1,2,3,2,3,2,1,3
846,1,1,3,2,1,2,2,3
846,1,2,1,3,3,1,1,2
847,1,1,3,1,3,3,2,2
847,1,2,2,2,1,2,1,1
848,1,1,1,3,2,1,3,3
848,1,2,2,2,3,3,2,2
849,1,1,1,1,1,1,3,3
849,1,2,3,3,2,2,1,1
850,1,1,1,2,3,3,1,1
850,1,2,2,1,2,2,2,3
851,1,1,1,1,2,3,1,1
851,1,2,3,3,1,1,3,2
852,1,1,3,3,1,2,2,3
852,1,2,2,2,3,1,3,2
853,1,1,1,1,3,1,2,3
853,1,2,2,3,1,2,3,1
854,1,1,1,3,3,2,2,3
854,1,2,3,2,2,3,1,2
855,1,1,2,1,1,3,1,2
855,1,2,3,2,2,1,3,1
856,1,1,2,3,2,1,1,3
856,1,2,3,1,3,2,3,2
857,1,1,3,1,2,1,1,3
857,1,2,1,2,1,3,2,1
858,1,1,2,2,3,2,3,1
858,1,2,1,3,1,3,2,2
859,1,1,2,3,2,2,2,2
859,1,2,1,2,3,3,3,3
860,1,1,2,2,2,3,3,3
860,1,2,3,1,1,1,1,1
861,1,1,3,1,1,2,2,1
861,1,2,1,3,3,1,1,2
862,1,1,1,2,1,2,1,3
862,1,2,3,3,3,3,3,1
863,1,1,2,1,2,1,2,2
863,1,2,1,3,3,2,1,1
864,1,1,2,2,1,1,3,2
864,1,2,3,1,2,3,2,3
865,1,1,1,1,2,2,3,2
865,1,2,2,2,3,1,2,3
866,1,1,2,1,3,2,3,3
866,1,2,3,3,1,3,1,1
867,1,1,3,3,1,3,1,2
867,1,2,1,2,2,1,2,1
868,1,1,2,3,2,2,1,1
868,1,2,3,2,3,1,2,2
869,1,1,1,1,1,3,3,3
869,1,2,3,2,2,2,1,2
870,1,1,2,3,1,1,2,1
870,1,2,1,1,3,3,1,3
871,1,1,1,3,2,3,2,2
871,1,2,3,2,1,2,3,3
872,1,1,3,3,2,3,2,3
872,1,2,2,1,3,1,3,1
873,1,1,1,1,1,1,1,2
873,1,2,2,2,3,3,3,1
874,1,1,3,3,3,2,3,2
874,1,2,2,2,1,1,1,3
875,1,1,2,3,3,1,1,3
875,1,2,1,1,2,2,2,1
876,1,1,1,2,1,2,2,2
876,1,2,3,1,2,3,3,1
877,1,1,2,1,3,3,2,2
877,1,2,1,3,2,1,3,1
878,1,1,2,3,2,3,3,2
878,1,2,3,2,1,2,1,3
879,1,1,3,1,3,1,2,3
879,1,2,1,2,1,2,1,1
880,1,1,3,2,1,1,3,2
880,1,2,2,1,2,2,1,3
881,1,1,2,1,1,2,3,2
881,1,2,1,3,3,3,2,1
882,1,1,1,2,3,3,1,1
882,1,2,3,3,2,1,2,3
883,1,1,2,3,1,3,2,3
883,1,2,1,1,3,1,1,2
884,1,1,2,1,1,3,2,2
884,1,2,3,2,2,2,3,1
885,1,1,1,3,3,2,3,3
885,1,2,3,2,2,1,1,1
886,1,1,1,2,2,3,3,3
886,1,2,3,1,1,2,2,1
887,1,1,2,3,3,1,1,2
887,1,2,3,1,1,3,3,1
888,1,1,1,2,3,2,2,2
888,1,2,2,3,2,1,1,3
889,1,1,1,3,1,1,3,1
889,1,2,3,1,3,3,1,2
890,1,1,3,3,3,1,3,2
890,1,2,2,2,2,2,2,3
891,1,1,2,2,2,3,1,1
891,1,2,1,1,1,2,2,3
892,1,1,1,3,2,2,1,2
892,1,2,3,2,3,3,2,3
893,1,1,1,2,2,3,2,2
893,1,2,2,1,1,1,3,1
894,1,1,3,3,1,1,3,3
894,1,2,2,1,3,2,1,1
895,1,1,1,1,2,1,1,3
895,1,2,2,3,1,2,2,1
896,1,1,1,1,2,1,2,1
896,1,2,3,2,3,3,3,2
897,1,1,2,2,1,3,1,3
897,1,2,3,3,3,2,3,2
898,1,1,1,3,1,3,3,3
898,1,2,3,2,3,1,2,1
899,1,1,1,2,3,1,3,3
899,1,2,2,1,2,2,1,2
900,1,1,3,3,2,3,1,1
900,1,2,2,1,1,2,2,2
